GPSstart	GPSend	GMSTstart	GMSTend
1267448980.0	1267459881.0	40659.30165249285	40659.65135260253
1267465110.0	1267482859.0	40659.819097018044	40660.388478473564
1267482925.0	1267503404.0	40660.39059572952	40661.04755459073
1267508461.0	1267552952.0	40661.20978130889	40662.63703638453
1267557865.0	1267567104.0	40662.794643635134	40663.09102739014
1267572890.0	1267588559.0	40663.27664016278	40663.77929597587
1267593503.0	1267603412.0	40663.937897695185	40664.255774806166
1267603503.0	1267638167.0	40664.25869405302	40665.370702547814
1267640995.0	1267736468.0	40665.46142375781	40668.524162824964
1267736564.0	1267746535.0	40668.52724247	40668.8471085184
1267746617.0	1267758088.0	40668.84973904853	40669.2177245506
1267764710.0	1267771079.0	40669.43015589876	40669.63447109907
1267777100.0	1267795251.0	40669.82762258612	40670.40990005522
1267802622.0	1267812024.0	40670.64635905058	40670.94797178622
1267817831.0	1267820084.0	40671.13425823121	40671.206533650635
1267820220.0	1267825274.0	40671.2108964811	40671.37302696035
1267826248.0	1267841230.0	40671.4042725256	40671.88488962891
1267843651.0	1267886368.0	40671.96255442714	40673.3329002289
1267909086.0	1267912932.0	40674.061685394634	40674.18506367385
1267919589.0	1267976689.0	40674.39861780927	40676.230365012496
1267982915.0	1267984297.0	40676.430092824885	40676.47442688154
1267987350.0	1267989621.0	40676.57236600958	40676.645218862446
1268005050.0	1268069087.0	40677.140175562956	40679.194459199614
1268076636.0	1268123676.0	40679.436628370146	40680.9456544374
1268140943.0	1268152679.0	40681.499573508474	40681.876060114024
1268161279.0	1268171700.0	40682.151944981764	40682.48624686626
1268174086.0	1268198470.0	40682.56278887724	40683.34501871619
1268199249.0	1268208095.0	40683.37000875246	40683.6537852106
1268208177.0	1268218110.0	40683.656415740734	40683.97506276297
1268223470.0	1268264960.0	40684.14700961077	40685.477993699424
1268264980.0	1268330011.0	40685.478635292144	40687.564806086775
1268347570.0	1268418614.0	40688.1280924115	40690.40715805609
1268428757.0	1268456662.0	40690.732541801844	40691.627724038386
1268456758.0	1268460420.0	40691.630803683416	40691.74827930966
1268473200.0	1268482380.0	40692.15825705497	40692.452748111464
1268487096.0	1268490335.0	40692.604035673816	40692.70794161412
1268514076.0	1268515138.0	40693.46954424725	40693.50361282046
1268525568.0	1268533518.0	40693.83820342168	40694.093236526154
1268533558.0	1268560189.0	40694.09451971159	40694.94883249213
1268560271.0	1268560361.0	40694.95146302227	40694.95435018949
1268560443.0	1268560588.0	40694.956980719624	40694.961632266815
1268561576.0	1268570695.0	40694.99332694697	40695.285861145676
1268580830.0	1268590589.0	40695.61098825434	40695.92405341995
1268590632.0	1268604731.0	40695.92543284429	40696.3777236292
1268610280.0	1268611350.0	40696.55573352816	40696.59005873845
1268614227.0	1268681642.0	40696.6823518506	40698.84500049694
1268684520.0	1268760648.0	40698.93732568873	40701.37948420165
1268768240.0	1268774132.0	40701.62303279652	40701.81204601055
1268774207.0	1268789926.0	40701.814451983235	40702.31871177811
1268796613.0	1268825454.0	40702.5332283026	40703.45843707823
1268825843.0	1268840534.0	40703.47091605655	40703.942197985845
1268840752.0	1268930493.0	40703.949191346444	40706.82804994129
1268935770.0	1268953675.0	40706.997334179316	40707.57172005802
1268963390.0	1268982912.0	40707.883373719655	40708.509632369416
1268983007.0	1269021617.0	40708.51267993482	40709.75127467242
1269027017.0	1269035369.0	40709.92450470565	40710.19243382371
1269035504.0	1269086579.0	40710.19676457454	40711.83523197218
1269091658.0	1269096522.0	40711.998164442324	40712.15419979078
1269114550.0	1269140331.0	40712.73253146468	40713.55957655481
1269155510.0	1269198848.0	40714.046513346366	40715.43678060195
1269198850.0	1269220459.0	40715.43684476122	40716.13005361087
1269229591.0	1269277120.0	40716.423004844844	40717.947717854
1269288626.0	1269296489.0	40718.31682614332	40718.569068319484
1269296653.0	1269299246.0	40718.57432937975	40718.65751187534
1269305892.0	1269363618.0	40718.870713134755	40720.72254218999
