GPSstart	GPSend	GMSTstart	GMSTend
1246261450.0	1246297011.0	39979.61340694214	39980.75419087023
1246307444.0	1246316282.0	39981.08887771036	39981.37239753142
1246320884.0	1246360449.0	39981.52002801529	39982.78925880507
1246364920.0	1246366645.0	39982.93268685666	39982.98802422838
1246378428.0	1246418571.0	39983.36601857682	39984.65379139607
1246452223.0	1246549997.0	39985.733335299454	39988.86988960855
1246561822.0	1246659651.0	39989.249231301685	39992.387549990744
1246681814.0	1246718717.0	39993.09853095861	39994.28236575793
1246749995.0	1246808840.0	39995.28575260596	39997.173478773635
1246808939.0	1246821882.0	39997.17665465758	39997.591861383524
1246822002.0	1246824022.0	39997.59571093982	39997.660511804104
1246830624.0	1246864299.0	39997.872301559546	39998.95258329455
1246864403.0	1246864657.0	39998.95591957667	39998.96406780416
1246864740.0	1246911722.0	39998.96673041393	40000.47389586231
1246912685.0	1246919603.0	40000.50478855157	40000.72671547192
1246919810.0	1246928500.0	40000.73335595652	40001.01212799148
1246928635.0	1246935074.0	40001.01645874231	40001.22301951713
1246935163.0	1246944553.0	40001.22587460471	40001.527102384716
1246952467.0	1246960362.0	40001.78098062231	40002.03424934682
1246967851.0	1247036503.0	40002.2744937392	40004.476824895006
1247042149.0	1247131971.0	40004.65794651864	40007.53940356398
1247150240.0	1247185818.0	40008.1254664301	40009.26679571201
1247186228.0	1247231563.0	40009.27994836268	40010.73427865092
1247236921.0	1247238624.0	40010.90616133945	40010.96079295919
1247242341.0	1247289039.0	40011.080032965394	40012.578087797214
1247294313.0	1247295779.0	40012.74727579633	40012.79430454239
1247295999.0	1247323929.0	40012.801362062266	40013.69734628969
1247351283.0	1247352233.0	40014.57485264692	40014.60532830091
1247359789.0	1247382671.0	40014.84772202889	40015.58176825489
1247388904.0	1247401153.0	40015.78172062473	40016.17466408343
1247401585.0	1247411041.0	40016.188522486096	40016.49186752206
1247417948.0	1247428814.0	40016.71344156642	40017.06201888884
1247442440.0	1247469545.0	40017.49913600602	40018.36865453394
1247470088.0	1247488206.0	40018.386073776164	40018.96729261729
1247493006.0	1247505925.0	40019.12127486905	40019.53571168374
1247515297.0	1247531446.0	40019.8363620303	40020.35441606856
1247542971.0	1247555584.0	40020.72413387097	40021.128754317106
1247555605.0	1247598326.0	40021.12942798946	40022.49990210976
1247598409.0	1247609167.0	40022.502564719536	40022.84767744129
1247614196.0	1247653888.0	40023.00900592965	40024.282310833165
1247658929.0	1247664208.0	40024.444024277145	40024.613372674445
1247664209.0	1247749610.0	40024.61340475408	40027.35303772963
1247750005.0	1247758312.0	40027.36570918576	40027.632194720216
1247759127.0	1247789517.0	40027.65833962338	40028.63323975483
1247810068.0	1247837756.0	40029.29250834982	40030.18072930539
1247866436.0	1247867293.0	40031.10077325966	40031.12826550753
1247867407.0	1247895467.0	40031.131922586006	40032.03207716609
1247904050.0	1247907156.0	40032.30741668002	40032.407056028766
1247907240.0	1247910264.0	40032.40975071817	40032.50675953678
1247910363.0	1247912067.0	40032.50993542072	40032.564599120094
1247912195.0	1247917160.0	40032.568705313475	40032.72798070514
1247922809.0	1247928353.0	40032.90919856768	40033.08704806847
1247961430.0	1247964303.0	40034.14814618127	40034.24031097488
1247964867.0	1247970123.0	40034.258403889464	40034.42701445514
1247975221.0	1247975791.0	40034.590556438365	40034.60884183076
1248112047.0	1248121393.0	40038.97988468407	40039.2797009601
1248132101.0	1248166473.0	40039.62320970007	40040.72585094122
1248174783.0	1248190587.0	40040.99243271458	40041.4994192785
1248200538.0	1248222434.0	40041.81864373418	40042.52105943929
1248227074.0	1248256984.0	40042.66990894933	40043.62941085561
1248257434.0	1248257699.0	40043.64384669172	40043.6523477952
1248257812.0	1248293660.0	40043.65597279404	40044.80596357761
1248301517.0	1248316295.0	40045.05801327596	40045.532086133564
1248324915.0	1248347145.0	40045.80861259402	40046.52174289749
1248357903.0	1248428214.0	40046.86685561924	40049.12240689081
1248435935.0	1248455991.0	40049.3700937587	40050.013482933966
1248463179.0	1248469306.0	40050.24407135598	40050.44062328443
1248473427.0	1248500420.0	40050.57282346349	40051.43874907219
1248508635.0	1248533196.0	40051.70228328015	40052.49019121463
1248564043.0	1248565672.0	40053.47975173964	40053.53200946633
1248580885.0	1248621975.0	40054.02003696551	40055.33818919984
1248683709.0	1248715845.0	40057.3185934353	40058.34950461084
1248718640.0	1248720747.0	40058.43916719285	40058.50675898545
1248736940.0	1248775747.0	40059.02622452769	40060.27113895354
1248797183.0	1248829995.0	40060.95879802619	40062.011395035515
1248830128.0	1248868672.0	40062.015661627076	40063.252139108714
1248876537.0	1248911712.0	40063.50444544415	40064.632846632834
1248911788.0	1248950082.0	40064.63528468515	40065.86374225785
1248959455.0	1248979949.0	40066.164424684044	40066.82186473979
1248980060.0	1249000165.0	40066.82542557936	40067.47038665679
1249000654.0	1249077952.0	40067.48607359868	40069.96576528547
1249093442.0	1249101026.0	40070.46267884376	40070.70597080154
1249126626.0	1249137946.0	40071.527209477594	40071.890350954665
1249163427.0	1249184524.0	40072.70777215406	40073.38455623019
1249196257.0	1249236401.0	40073.760946596834	40075.04875149572
1249236512.0	1249242224.0	40075.0523123353	40075.235551214886
1249276045.0	1249290506.0	40076.32051657672	40076.78442018978
1249317168.0	1249320302.0	40077.63972743904	40077.740265017586
1249322661.0	1249322972.0	40077.815940878405	40077.82591764513
1249323313.0	1249333328.0	40077.83685680093	40078.1581343533
1249337340.0	1249359522.0	40078.286837852065	40078.99842833301
1249360017.0	1249366444.0	40079.014307752725	40079.22048357191
1249367290.0	1249406610.0	40079.24762294378	40080.508994222786
1249407679.0	1249413184.0	40080.54328735344	40080.719885748425
1249413208.0	1249413729.0	40080.72065565969	40080.73736914993
1249413878.0	1249463906.0	40080.74214901566	40082.34702903463
1249463989.0	1249467853.0	40082.349691644406	40082.473647357074
1249467940.0	1249529441.0	40082.47643828538	40084.4493679657
1249543602.0	1249546631.0	40084.90364768803	40085.000816904816
1249546713.0	1249662942.0	40085.00344743495	40088.73203142243
1249663748.0	1249742752.0	40088.75788760887	40091.292307154305
1249774444.0	1249833703.0	40092.30897497155	40094.20998210844
1249836592.0	1249847058.0	40094.30266017622	40094.63840564433
1249852862.0	1249854687.0	40094.82459585042	40094.883141185725
1249871825.0	1249881718.0	40095.43292198378	40095.750285820584
1250017379.0	1250020744.0	40100.1022412906	40100.21018926501
1250031072.0	1250125353.0	40100.541507743386	40103.566007884685
1250136801.0	1250188781.0	40103.93325555513	40105.60075502315
1250196962.0	1250219087.0	40105.8631985235	40106.57296046521
1250228591.0	1250242090.0	40106.877845323696	40107.310888327134
1250242196.0	1250264374.0	40107.314288768524	40108.02575093093
1250264473.0	1250285415.0	40108.02892681488	40108.70073854745
1250297137.0	1250297174.0	40109.076776038106	40109.07796298463
1250302730.0	1250347516.0	40109.25619744104	40110.69291600924
1250377317.0	1250407423.0	40111.648921235224	40112.61471075012
1250414459.0	1250438597.0	40112.84042306749	40113.61476131603
1250447698.0	1250460530.0	40113.90671808129	40114.31836396767
1250473129.0	1250506298.0	40114.722535298904	40115.786584738205
1250506411.0	1250527682.0	40115.790209737046	40116.472575669795
1250539217.0	1250542586.0	40116.842614268564	40116.95069056151
1250551601.0	1250628515.0	40117.2398884781	40119.70726158475
1250643571.0	1250665615.0	40120.19025258111	40120.897416072316
1250675596.0	1250709538.0	40121.21760291707	40122.30644991483
1250709592.0	1250736210.0	40122.308182215165	40123.16207796045
1250746101.0	1250790000.0	40123.47937763798	40124.887641569236
1250799362.0	1250848768.0	40125.18797111944	40126.77289760496
1250848837.0	1250907339.0	40126.77511109983	40128.651833952434
1250916945.0	1250951947.0	40128.95999093377	40130.08284234546
1250980674.0	1251057621.0	40131.00439404261	40133.47282577724
1251071408.0	1251125150.0	40133.91510771579	40135.63913150206
1251168971.0	1251176417.0	40137.044893221726	40137.28375818977
